Player_Name,college,Games_Played,Year,Team,Field_Goal_Percentage,Free_Throw_Percentage,Total_Assists,Total_Points,id
"Chris Babb","Iowa State University",14,2014,BOS,0.27,NULL,3,22,22292
"Luke Babbitt","University of Nevada, Reno",27,2014,NOP,0.39,0.78,29,170,22293
"Leandro Barbosa",NULL,20,2014,PHO,0.43,0.8,32,150,22294
"J.J. Barea",NULL,79,2014,MIN,0.39,0.79,303,660,22295
"Andrea Bargnani",NULL,42,2014,NYK,0.44,0.82,45,558,22296
"Harrison Barnes","Northeastern University",78,2014,GSW,0.4,0.72,116,738,22297
"Matt Barnes","Providence College",63,2014,LAC,0.44,0.73,125,625,22298
"Will Barton","University of Memphis",41,2014,POR,0.42,0.81,33,166,22299
"Brandon Bass","Louisiana State University",82,2014,BOS,0.49,0.86,87,911,22300
"Shane Battier","Duke University",73,2014,MIA,0.38,0.65,63,298,22301
"Nicolas Batum",NULL,82,2014,POR,0.47,0.8,420,1070,22302
"Jerryd Bayless","University of Arizona",72,2014,TOT,0.4,0.8,194,666,22303
"Jerryd Bayless","University of Arizona",31,2014,MEM,0.38,0.79,66,250,22304
"Jerryd Bayless","University of Arizona",41,2014,BOS,0.42,0.8,128,416,22305
"Aron Baynes","Washington State University",53,2014,SAS,0.44,0.91,34,161,22306
"Kent Bazemore","Old Dominion University",67,2014,TOT,0.43,0.61,91,403,22307
"Kent Bazemore","Old Dominion University",44,2014,GSW,0.37,0.53,20,101,22308
"Kent Bazemore","Old Dominion University",23,2014,LAL,0.45,0.64,71,302,22309
"Bradley Beal","University of Florida",73,2014,WAS,0.42,0.79,243,1249,22310
"Michael Beasley","Kansas State University",55,2014,MIA,0.5,0.77,42,436,22311
"Marco Belinelli",NULL,80,2014,SAS,0.49,0.85,179,911,22312
"Anthony Bennett","University of Nevada, Las Vegas",52,2014,CLE,0.36,0.64,17,217,22313
"Patrick Beverley","University of Arkansas",56,2014,HOU,0.41,0.81,151,573,22314
"Andris Biedrins",NULL,6,2014,UTA,1,0.17,0,3,22315
"Chauncey Billups","University of Colorado",19,2014,DET,0.3,0.83,42,72,22316
"Bismack Biyombo",NULL,77,2014,CHA,0.61,0.52,8,222,22317
"DeJuan Blair","University of Pittsburgh",78,2014,DAL,0.53,0.64,70,497,22318
"Steve Blake","University of Maryland",55,2014,TOT,0.38,0.77,307,378,22319
"Steve Blake","University of Maryland",27,2014,LAL,0.38,0.8,205,256,22320
"Steve Blake","University of Maryland",28,2014,GSW,0.38,0.63,102,122,22321
"Andray Blatche",NULL,73,2014,BRK,0.48,0.74,112,821,22322
"Eric Bledsoe","University of Kentucky",43,2014,PHO,0.48,0.77,235,763,22323
"Vander Blue","Marquette University",3,2014,BOS,0.5,0.2,1,5,22324
"Keith Bogans","University of Kentucky",6,2014,BOS,0.5,1,3,12,22325
"Andrew Bogut","University of Utah",67,2014,GSW,0.63,0.34,112,492,22326
"Matt Bonner","University of Florida",61,2014,SAS,0.45,0.75,31,197,22327
"Trevor Booker","Clemson University",72,2014,WAS,0.55,0.62,64,491,22328
"Carlos Boozer","Duke University",76,2014,CHI,0.46,0.77,118,1042,22329
"Chris Bosh","Georgia Institute of Technology",79,2014,MIA,0.52,0.82,87,1281,22330
"Avery Bradley","University of Texas at Austin",60,2014,BOS,0.44,0.8,85,891,22331
"Elton Brand","Duke University",73,2014,ATL,0.54,0.65,74,419,22332
"Corey Brewer","University of Florida",81,2014,MIN,0.48,0.72,135,998,22333
"Ronnie Brewer","University of Arkansas",24,2014,TOT,0.2,0,10,7,22334
"Ronnie Brewer","University of Arkansas",23,2014,HOU,0.2,0,10,7,22335
"Ronnie Brewer","University of Arkansas",1,2014,CHI,NULL,NULL,0,0,22336
"Aaron Brooks","University of Oregon",72,2014,TOT,0.4,0.87,233,645,22337
"Aaron Brooks","University of Oregon",43,2014,HOU,0.4,0.84,83,299,22338
"Aaron Brooks","University of Oregon",29,2014,DEN,0.41,0.9,150,346,22339
"MarShon Brooks","Providence College",35,2014,TOT,0.46,0.73,25,159,22340
"MarShon Brooks","Providence College",10,2014,BOS,0.38,0.79,4,31,22341
"MarShon Brooks","Providence College",7,2014,GSW,0.39,0.75,0,13,22342
"MarShon Brooks","Providence College",18,2014,LAL,0.49,0.69,21,115,22343
"Lorenzo Brown","North Carolina State University",26,2014,PHI,0.3,0.69,41,64,22344
"Shannon Brown","Michigan State University",29,2014,TOT,0.36,0.71,9,63,22345
"Shannon Brown","Michigan State University",10,2014,SAS,0.29,0.78,5,23,22346
"Shannon Brown","Michigan State University",19,2014,NYK,0.42,0.67,4,40,22347
"Kobe Bryant",NULL,6,2014,LAL,0.43,0.86,38,83,22348
"Chase Budinger","University of Arizona",41,2014,MIN,0.39,0.82,31,274,22349
"Reggie Bullock","University of North Carolina",43,2014,LAC,0.36,0.78,12,115,22350
"Trey Burke","University of Michigan",70,2014,UTA,0.38,0.9,396,895,22351
"Alec Burks","University of Colorado",78,2014,UTA,0.46,0.75,212,1089,22352
"Caron Butler","University of Connecticut",56,2014,TOT,0.39,0.84,82,587,22353
"Caron Butler","University of Connecticut",34,2014,MIL,0.39,0.84,56,374,22354
"Caron Butler","University of Connecticut",22,2014,OKC,0.41,0.84,26,213,22355
"Jimmy Butler","Marquette University",67,2014,CHI,0.4,0.77,175,878,22356
"Rasual Butler","La Salle University",50,2014,IND,0.46,0.57,17,136,22357
"Dwight Buycks","Marquette University",14,2014,TOR,0.31,0.89,10,43,22358
"Andrew Bynum",NULL,26,2014,TOT,0.42,0.76,29,225,22359
"Andrew Bynum",NULL,24,2014,CLE,0.42,0.76,27,202,22360
"Andrew Bynum",NULL,2,2014,IND,0.41,0.71,2,23,22361
"Will Bynum","Georgia Institute of Technology",56,2014,DET,0.43,0.8,216,485,22362
"Nick Calathes","University of Florida",71,2014,MEM,0.46,0.61,207,347,22363
"Jose Calderon",NULL,81,2014,DAL,0.46,0.83,377,925,22364
"Kentavious Caldwell-Pope","University of Georgia",80,2014,DET,0.4,0.77,55,470,22365
"Isaiah Canaan","Murray State University",22,2014,HOU,0.36,0.72,22,101,22366
"DeMarre Carroll","University of Missouri",73,2014,ATL,0.47,0.77,134,810,22367
"Vince Carter","University of North Carolina",81,2014,DAL,0.41,0.82,212,967,22368
"Michael Carter-Williams","Syracuse University",70,2014,PHI,0.41,0.7,441,1167,22369
"Omri Casspi",NULL,71,2014,HOU,0.42,0.68,88,490,22370
"Mario Chalmers","University of Kansas",73,2014,MIA,0.45,0.74,357,716,22371
"Tyson Chandler",NULL,55,2014,NYK,0.59,0.63,59,480,22372
"Wilson Chandler","DePaul University",62,2014,DEN,0.42,0.72,114,846,22373
"Josh Childress","Stanford University",4,2014,NOP,NULL,NULL,2,0,22374
"Dionte Christmas","Temple University",31,2014,PHO,0.36,0.75,8,71,22375
"Earl Clark","University of Louisville",54,2014,TOT,0.37,0.65,18,257,22376
"Earl Clark","University of Louisville",45,2014,CLE,0.38,0.58,16,234,22377
"Earl Clark","University of Louisville",9,2014,NYK,0.33,0.8,2,23,22378
"Ian Clark","Belmont University",23,2014,UTA,0.39,0.71,15,68,22379
"Victor Claver",NULL,21,2014,POR,0.41,0.91,12,47,22380
"Norris Cole","Cleveland State University",82,2014,MIA,0.41,0.78,248,527,22381
"Jason Collins","Florida State University",22,2014,BRK,0.46,0.75,4,25,22382
"Darren Collison","University of California, Los Angeles",80,2014,LAC,0.47,0.86,297,911,22383
"Nick Collison","University of Kansas",81,2014,OKC,0.56,0.71,104,338,22384
"Mike Conley","Ohio State University",73,2014,MEM,0.45,0.82,441,1256,22385
"Chris Copeland","University of Colorado",41,2014,IND,0.47,0.71,18,153,22386
"DeMarcus Cousins","University of Kentucky",71,2014,SAC,0.5,0.73,207,1614,22387
"Robert Covington","Tennessee State University",7,2014,HOU,0.43,NULL,0,16,22388
"Allen Crabbe","University of California",15,2014,POR,0.36,0.75,6,33,22389
"Jamal Crawford","University of Michigan",69,2014,LAC,0.42,0.87,223,1282,22390
"Jordan Crawford","University of Kentucky",81,2014,TOT,0.42,0.86,281,890,22391
"Jordan Crawford","University of Kentucky",39,2014,BOS,0.41,0.87,224,536,22392
"Jordan Crawford","University of Kentucky",42,2014,GSW,0.42,0.84,57,354,22393
"Jae Crowder","Marquette University",78,2014,DAL,0.44,0.75,60,356,22394
"Dante Cunningham","Villanova University",81,2014,MIN,0.46,0.57,83,510,22395
"Jared Cunningham","Oregon State University",13,2014,TOT,0.29,0.81,8,26,22396
"Jared Cunningham","Oregon State University",5,2014,ATL,0.5,0,3,2,22397
"Jared Cunningham","Oregon State University",8,2014,SAC,0.26,0.93,5,24,22398
"Seth Curry","Duke University",2,2014,TOT,0.33,NULL,0,3,22399
"Seth Curry","Duke University",1,2014,MEM,NULL,NULL,0,0,22400
"Seth Curry","Duke University",1,2014,CLE,0.33,NULL,0,3,22401
"Stephen Curry","Davidson College",78,2014,GSW,0.47,0.89,666,1873,22402
"Samuel Dalembert","Seton Hall University",80,2014,DAL,0.57,0.74,38,529,22403
"Troy Daniels","Virginia Commonwealth University",5,2014,HOU,0.48,NULL,5,42,22404
"Luigi Datome",NULL,34,2014,DET,0.35,0.8,11,83,22405
"Brandon Davies","Brigham Young University",51,2014,PHI,0.42,0.64,28,144,22406
"Anthony Davis","University of Texas at El Paso",67,2014,NOP,0.52,0.79,105,1394,22407
"Ed Davis","University of North Carolina",63,2014,MEM,0.53,0.53,27,357,22408
"Glen Davis","Louisiana State University",68,2014,TOT,0.46,0.69,77,641,22409
"Glen Davis","Louisiana State University",45,2014,ORL,0.45,0.68,70,545,22410
"Glen Davis","Louisiana State University",23,2014,LAC,0.48,0.78,7,96,22411
"Austin Daye","Gonzaga University",22,2014,TOT,0.35,0.6,8,66,22412
"Austin Daye","Gonzaga University",8,2014,TOR,0.23,0.67,2,8,22413
"Austin Daye","Gonzaga University",14,2014,SAS,0.38,0.57,6,58,22414
"Nando De",NULL,47,2014,TOT,0.42,0.89,65,177,22415
"Nando De",NULL,26,2014,SAS,0.45,0.82,32,112,22416
"Nando De",NULL,21,2014,TOR,0.37,1,33,65,22417
"Dewayne Dedmon","University of Southern California",31,2014,TOT,0.46,0.66,5,97,22418
"Dewayne Dedmon","University of Southern California",4,2014,GSW,0,0.5,0,1,22419
"Dewayne Dedmon","University of Southern California",11,2014,PHI,0.52,0.54,3,37,22420
"Dewayne Dedmon","University of Southern California",16,2014,ORL,0.43,0.77,2,59,22421
"Matthew Dellavedova","Saint Mary's College of California",72,2014,CLE,0.41,0.79,187,339,22422
"Luol Deng","Duke University",63,2014,TOT,0.43,0.79,183,1011,22423
"Luol Deng","Duke University",23,2014,CHI,0.45,0.82,85,438,22424
"Luol Deng","Duke University",40,2014,CLE,0.42,0.77,98,573,22425
"DeMar DeRozan","University of Southern California",79,2014,TOR,0.43,0.82,313,1791,22426
"Boris Diaw",NULL,79,2014,SAS,0.52,0.74,222,717,22427
"Gorgui Dieng","University of Louisville",60,2014,MIN,0.5,0.63,39,286,22428
"Toney Douglas","Florida State University",51,2014,TOT,0.38,0.74,68,202,22429
"Toney Douglas","Florida State University",24,2014,GSW,0.37,0.63,19,88,22430
"Toney Douglas","Florida State University",27,2014,MIA,0.39,0.77,49,114,22431
"Chris Douglas-Roberts","University of Memphis",49,2014,CHA,0.44,0.81,51,339,22432
"Goran Dragic",NULL,76,2014,PHO,0.51,0.76,447,1542,22433
"Andre Drummond","University of Connecticut",81,2014,DET,0.62,0.42,35,1095,22434
"Jared Dudley","Boston College",74,2014,LAC,0.44,0.66,104,511,22435
"Tim Duncan","Wake Forest University",74,2014,SAS,0.49,0.73,220,1119,22436
"Mike Dunleavy","University of South Carolina",82,2014,CHI,0.43,0.85,186,929,22437
"Kevin Durant","University of Texas at Austin",81,2014,OKC,0.5,0.87,445,2593,22438
"Shane Edwards","University of Arkansas at Little Rock",2,2014,CLE,0.33,NULL,0,2,22439
"Wayne Ellington","University of North Carolina",45,2014,DAL,0.44,0.91,19,145,22440
"Monta Ellis",NULL,82,2014,DAL,0.45,0.79,471,1560,22441
"Melvin Ely","California State University, Fresno",2,2014,NOP,0.5,NULL,0,6,22442
"Jeremy Evans","Western Kentucky University",66,2014,UTA,0.53,0.68,44,401,22443
"Reggie Evans","University of Iowa",54,2014,TOT,0.47,0.55,21,214,22444
"Reggie Evans","University of Iowa",30,2014,BRK,0.39,0.54,5,81,22445
"Reggie Evans","University of Iowa",24,2014,SAC,0.53,0.57,16,133,22446
"Tyreke Evans","University of Memphis",72,2014,NOP,0.44,0.77,363,1042,22447
"Kenneth Faried","Morehead State University",80,2014,DEN,0.55,0.65,96,1096,22448
"Jordan Farmar","University of California, Los Angeles",41,2014,LAL,0.42,0.75,199,416,22449
"Vitor Faverani",NULL,37,2014,BOS,0.44,0.65,16,164,22450
"Derrick Favors","Georgia Institute of Technology",73,2014,UTA,0.52,0.67,91,970,22451
"Carrick Felix","Arizona State University",7,2014,CLE,0.5,0.75,4,19,22452
"Raymond Felton","University of North Carolina",65,2014,NYK,0.4,0.72,365,630,22453
"Landry Fields","Stanford University",30,2014,TOR,0.4,0.64,20,68,22454
"Derek Fisher","University of Arkansas at Little Rock",81,2014,OKC,0.39,0.78,117,425,22455
"Evan Fournier",NULL,76,2014,DEN,0.42,0.76,112,638,22456
"Randy Foye","Villanova University",81,2014,DEN,0.41,0.85,287,1068,22457
"Jamaal Franklin","San Diego State University",21,2014,MEM,0.41,1,6,39,22458
"Jimmer Fredette","Brigham Young University",49,2014,TOT,0.47,0.91,64,273,22459
"Jimmer Fredette","Brigham Young University",41,2014,SAC,0.48,0.9,61,241,22460
"Jimmer Fredette","Brigham Young University",8,2014,CHI,0.45,1,3,32,22461
"Joel Freeland",NULL,52,2014,POR,0.48,0.69,36,174,22462
"Channing Frye","University of Arizona",82,2014,PHO,0.43,0.82,98,910,22463
"Francisco Garcia","University of Louisville",55,2014,HOU,0.4,0.53,63,315,22464
"Kevin Garnett",NULL,54,2014,BRK,0.44,0.81,82,352,22465
"Diante Garrett","Southern Illinois University",71,2014,UTA,0.38,0.83,120,248,22466
"Marc Gasol",NULL,59,2014,MEM,0.47,0.77,215,859,22467
"Pau Gasol",NULL,60,2014,LAL,0.48,0.74,201,1041,22468
"Rudy Gay","University of Connecticut",73,2014,TOT,0.46,0.82,209,1457,22469
"Rudy Gay","University of Connecticut",18,2014,TOR,0.39,0.77,40,350,22470
"Rudy Gay","University of Connecticut",55,2014,SAC,0.48,0.84,169,1107,22471
"Alonzo Gee","University of Alabama",65,2014,CLE,0.42,0.71,47,258,22472
"Paul George","California State University, Fresno",80,2014,IND,0.42,0.86,283,1737,22473
"Taj Gibson","University of Southern California",82,2014,CHI,0.48,0.75,91,1069,22474
"Manu Ginobili",NULL,68,2014,SAS,0.47,0.85,293,838,22475
"Rudy Gobert",NULL,45,2014,UTA,0.49,0.49,7,104,22476
"Ryan Gomes","Providence College",5,2014,OKC,0.38,NULL,1,6,22477
"Drew Gooden","University of Kansas",22,2014,WAS,0.53,0.89,15,183,22478
"Archie Goodwin","University of Kentucky",52,2014,PHO,0.46,0.67,20,194,22479
"Ben Gordon","University of Connecticut",19,2014,CHA,0.34,0.81,21,99,22480
"Eric Gordon","Indiana University",64,2014,NOP,0.44,0.79,208,988,22481
"Marcin Gortat",NULL,81,2014,WAS,0.54,0.69,138,1068,22482
"Danny Granger","University of New Mexico",41,2014,TOT,0.38,0.94,41,338,22483
"Danny Granger","University of New Mexico",29,2014,IND,0.36,0.96,33,242,22484
"Danny Granger","University of New Mexico",12,2014,LAC,0.43,0.86,8,96,22485
"Aaron Gray","University of Pittsburgh",37,2014,TOT,0.44,0.55,22,65,22486
"Aaron Gray","University of Pittsburgh",4,2014,TOR,0.67,0.5,3,5,22487
"Aaron Gray","University of Pittsburgh",33,2014,SAC,0.43,0.56,19,60,22488
"Danny Green","University of California, Los Angeles",68,2014,SAS,0.43,0.79,104,618,22489
"Draymond Green","Michigan State University",82,2014,GSW,0.41,0.67,152,511,22490
"Gerald Green",NULL,82,2014,PHO,0.45,0.85,122,1295,22491
"Jeff Green","University of Maryland",82,2014,BOS,0.41,0.8,138,1382,22492
"Willie Green","University of Detroit Mercy",55,2014,LAC,0.38,0.82,50,273,22493
"Blake Griffin","University of Oklahoma",80,2014,LAC,0.53,0.72,309,1930,22494
"Jorge Gutierrez","University of California",15,2014,BRK,0.46,0.75,30,62,22495
"Jordan Hamilton","University of North Texas",60,2014,TOT,0.39,0.78,52,404,22496
"Jordan Hamilton","University of North Texas",39,2014,DEN,0.39,0.74,34,266,22497
"Jordan Hamilton","University of North Texas",21,2014,HOU,0.39,0.85,18,138,22498
"Justin Hamilton","Louisiana State University",8,2014,TOT,0.45,1,0,26,22499
"Justin Hamilton","Louisiana State University",1,2014,CHA,NULL,NULL,0,0,22500
"Justin Hamilton","Louisiana State University",7,2014,MIA,0.45,1,0,26,22501
"Tyler Hansbrough","University of North Carolina",64,2014,TOR,0.47,0.68,17,312,22502
"Tim Hardaway","University of Texas at El Paso",81,2014,NYK,0.43,0.83,66,824,22503
"James Harden","Arizona State University",73,2014,HOU,0.46,0.87,446,1851,22504
"Maurice Harkless","St. John's University",80,2014,ORL,0.46,0.59,80,592,22505
"Josh Harrellson","University of Kentucky",32,2014,DET,0.46,0.71,15,93,22506
"Al Harrington",NULL,34,2014,WAS,0.4,0.77,28,225,22507
"Devin Harris","University of Wisconsin",40,2014,DAL,0.38,0.8,178,315,22508
"Elias Harris","Gonzaga University",2,2014,LAL,0,NULL,1,0,22509
"Manny Harris","University of Michigan",9,2014,LAL,0.4,0.83,11,73,22510
"Mike Harris","Rice University",20,2014,UTA,0.48,0.96,5,84,22511
"Tobias Harris","University of New Orleans",61,2014,ORL,0.46,0.81,82,893,22512
"Udonis Haslem","University of Florida",46,2014,MIA,0.51,0.57,13,173,22513
"Spencer Hawes","University of Washington",80,2014,TOT,0.46,0.78,240,1053,22514
"Spencer Hawes","University of Washington",53,2014,PHI,0.45,0.78,176,688,22515
"Spencer Hawes","University of Washington",27,2014,CLE,0.47,0.78,64,365,22516
"Chuck Hayes","University of Kentucky",61,2014,TOT,0.43,0.8,35,132,22517
"Chuck Hayes","University of Kentucky",16,2014,SAC,0.44,0.71,6,33,22518
"Chuck Hayes","University of Kentucky",45,2014,TOR,0.43,0.83,29,99,22519
"Gordon Hayward","Butler University",77,2014,UTA,0.41,0.82,400,1248,22520
"Gerald Henderson","Virginia Commonwealth University",77,2014,CHA,0.43,0.76,199,1081,22521
"Xavier Henry","University of Kansas",43,2014,LAL,0.42,0.66,51,432,22522
"John Henson","University of North Carolina",70,2014,MIL,0.54,0.51,113,779,22523
"Roy Hibbert","Georgetown University",81,2014,IND,0.44,0.77,91,871,22524
"J.J. Hickson",NULL,69,2014,DEN,0.51,0.52,96,814,22525
"Nene Hilario",NULL,53,2014,WAS,0.5,0.58,153,754,22526
"George Hill","Indiana University-Purdue University Indianapolis",76,2014,IND,0.44,0.81,265,781,22527
"Jordan Hill","University of Arizona",72,2014,LAL,0.55,0.69,54,696,22528
"Solomon Hill","University of Arizona",28,2014,IND,0.43,0.86,12,47,22529
"Kirk Hinrich","University of Kansas",73,2014,CHI,0.39,0.76,286,666,22530
"Jrue Holiday","University of California, Los Angeles",34,2014,NOP,0.45,0.81,268,487,22531
"Ryan Hollins","University of California, Los Angeles",61,2014,LAC,0.74,0.63,8,141,22532
"Scotty Hopson","University of Tennessee",2,2014,CLE,0,0.5,1,1,22533
"Al Horford","University of Florida",29,2014,ATL,0.57,0.68,76,538,22534
"Dwight Howard",NULL,71,2014,HOU,0.59,0.55,131,1297,22535
"Robbie Hummel","Purdue University",53,2014,MIN,0.38,0.94,23,181,22536
"Kris Humphries","University of Minnesota",69,2014,BOS,0.5,0.81,67,579,22537
"Serge Ibaka",NULL,81,2014,OKC,0.54,0.78,85,1227,22538
"Andre Iguodala","University of Arizona",63,2014,GSW,0.48,0.65,263,588,22539
"Ersan Ilyasova",NULL,55,2014,MIL,0.41,0.82,72,618,22540
"Kyrie Irving","Duke University",71,2014,CLE,0.43,0.86,433,1478,22541
"Royal Ivey","University of Texas at Austin",2,2014,OKC,0,NULL,0,0,22542
"Jarrett Jack","Georgia Institute of Technology",80,2014,CLE,0.41,0.84,324,760,22543
"Reggie Jackson","Boston College",80,2014,OKC,0.44,0.89,331,1047,22544
"Stephen Jackson","University of Alabama at Birmingham",9,2014,LAC,0.23,0.5,5,15,22545
"Bernard James","Florida State University",30,2014,DAL,0.48,0.55,3,28,22546
"Damion James","University of Texas at Austin",5,2014,SAS,0.22,1,3,6,22547
"LeBron James",NULL,77,2014,MIA,0.57,0.75,488,2089,22548
"Mike James","Duquesne University",11,2014,CHI,0.24,0,17,11,22549
"Antawn Jamison","University of North Carolina",22,2014,LAC,0.32,0.72,7,84,22550
"Othyus Jeffers","Robert Morris University (IL)",6,2014,TOT,0.5,0.75,1,9,22551
"Othyus Jeffers","Robert Morris University (IL)",4,2014,SAS,0.6,0.5,1,7,22552
"Othyus Jeffers","Robert Morris University (IL)",2,2014,MIN,0,1,0,2,22553
"Al Jefferson",NULL,73,2014,CHA,0.51,0.69,155,1594,22554
"Richard Jefferson","University of Arizona",82,2014,UTA,0.45,0.74,130,831,22555
"John Jenkins","Vanderbilt University",13,2014,ATL,0.38,1,11,40,22556
"Brandon Jennings",NULL,80,2014,DET,0.37,0.75,609,1241,22557
"Jonas Jerebko",NULL,64,2014,DET,0.47,0.73,39,270,22558
"Amir Johnson",NULL,77,2014,TOR,0.56,0.64,115,799,22559
"Chris Johnson","University of California",40,2014,BOS,0.4,0.86,31,250,22560
"James Johnson","Wake Forest University",52,2014,MEM,0.46,0.84,111,384,22561
"Joe Johnson","University of Iowa",79,2014,BRK,0.45,0.82,216,1245,22562
"Orlando Johnson","University of California, Santa Barbara",45,2014,TOT,0.32,0.73,20,100,22563
"Orlando Johnson","University of California, Santa Barbara",38,2014,IND,0.34,0.77,16,91,22564
"Orlando Johnson","University of California, Santa Barbara",7,2014,SAC,0.18,0.5,4,9,22565
"Wesley Johnson","Syracuse University",79,2014,LAL,0.43,0.79,124,715,22566
"Darius Johnson-Odom","Syracuse University",3,2014,PHI,0,0,1,0,22567
