Player_Name,college,Games_Played,Year,Team,Field_Goal_Percentage,Free_Throw_Percentage,Total_Assists,Total_Points,id
"Otis Thorpe","Providence College",82,1992,HOU,0.59,0.66,250,1420,10860
"Sedale Threatt","West Virginia University Institute of Technology",82,1992,LAL,0.49,0.83,593,1240,10861
"Wayman Tisdale","University of Oklahoma",72,1992,SAC,0.5,0.76,106,1195,10862
"Tom Tolbert","University of Arizona",35,1992,GSW,0.38,0.55,21,90,10863
"Trent Tucker","University of Minnesota",24,1992,SAS,0.47,0.8,27,155,10864
"Andre Turner","University of Memphis",70,1992,WSB,0.43,0.79,177,284,10865
"Jeff Turner","Vanderbilt University",75,1992,ORL,0.45,0.69,92,530,10866
"John Turner","Phillips University",42,1992,HOU,0.44,0.53,12,117,10867
"Kiki Vandeweghe","University of California, Los Angeles",67,1992,NYK,0.49,0.8,57,467,10868
"Loy Vaught","University of Michigan",79,1992,LAC,0.49,0.8,71,601,10869
"Joao Vianna",NULL,1,1992,DAL,0.5,NULL,2,2,10870
"Sam Vincent","Michigan State University",39,1992,ORL,0.43,0.85,148,411,10871
"Alexander Volkov",NULL,77,1992,ATL,0.44,0.63,250,662,10872
"Stojko Vrankovic",NULL,19,1992,BOS,0.47,0.58,5,37,10873
"Darrell Walker","University of Arkansas",74,1992,DET,0.42,0.62,205,387,10874
"Spud Webb","North Carolina State University",77,1992,SAC,0.45,0.86,547,1231,10875
"Doug West","Villanova University",80,1992,MIN,0.52,0.81,281,1116,10876
"Mark West","Old Dominion University",82,1992,PHO,0.63,0.64,22,501,10877
"Ennis Whatley","University of Alabama",23,1992,POR,0.41,0.87,34,69,10878
"Randy White","Louisiana Tech University",65,1992,DAL,0.38,0.77,31,418,10879
"Mitchell Wiggins","Florida State University",49,1992,PHI,0.38,0.69,22,211,10880
"Morlon Wiley","California State University, Long Beach",53,1992,TOT,0.43,0.69,180,204,10881
"Morlon Wiley","California State University, Long Beach",9,1992,ORL,0.32,0.6,13,21,10882
"Morlon Wiley","California State University, Long Beach",3,1992,SAS,0.6,NULL,1,6,10883
"Morlon Wiley","California State University, Long Beach",41,1992,ATL,0.44,0.7,166,177,10884
"Dominique Wilkins*","University of Georgia",42,1992,ATL,0.46,0.84,158,1179,10885
"Gerald Wilkins","University of Tennessee at Chattanooga",82,1992,NYK,0.45,0.73,219,1016,10886
"Buck Williams","University of Maryland",80,1992,POR,0.6,0.75,108,901,10887
"Herb Williams","Ohio State University",75,1992,DAL,0.43,0.73,94,859,10888
"Hot Rod",NULL,80,1992,CLE,0.5,0.75,196,952,10889
"Jayson Williams","St. John's University",50,1992,PHI,0.36,0.64,12,206,10890
"Kenny Williams","St. John's University",60,1992,IND,0.52,0.61,40,252,10891
"Micheal Williams","Lincoln University of Missouri",79,1992,IND,0.49,0.87,647,1188,10892
"Reggie Williams","Georgetown University",81,1992,DEN,0.47,0.8,235,1474,10893
"Scott Williams","University of North Carolina",63,1992,CHI,0.48,0.65,50,214,10894
"Kevin Willis","St. John's University",81,1992,ATL,0.48,0.8,173,1480,10895
"Kennard Winchester","Averett University",19,1992,TOT,0.43,0.8,8,35,10896
"Kennard Winchester","Averett University",4,1992,HOU,0.33,NULL,0,2,10897
"Kennard Winchester","Averett University",15,1992,NYK,0.44,0.8,8,33,10898
"David Wingate","Georgetown University",81,1992,WSB,0.47,0.72,247,638,10899
"Randy Wittman","Indiana University",24,1992,IND,0.42,0.5,11,17,10900
"Joe Wolf","University of North Carolina",67,1992,DEN,0.36,0.8,61,254,10901
"Orlando Woolridge","University of Notre Dame",82,1992,DET,0.5,0.68,88,1146,10902
"James Worthy*","University of North Carolina",54,1992,LAL,0.45,0.81,252,1075,10903
"Danny Young","Wake Forest University",62,1992,TOT,0.39,0.85,172,280,10904
"Danny Young","Wake Forest University",18,1992,POR,0.4,0.71,20,45,10905
"Danny Young","Wake Forest University",44,1992,LAC,0.39,0.89,152,235,10906
"Alaa Abdelnaby","Duke University",75,1993,TOT,0.52,0.76,27,578,10908
"Alaa Abdelnaby","Duke University",12,1993,MIL,0.46,0.75,10,64,10909
"Alaa Abdelnaby","Duke University",63,1993,BOS,0.53,0.76,17,514,10910
"Mahmoud Abdul-Rauf","University of California, Los Angeles",81,1993,DEN,0.45,0.94,344,1553,10911
"Mark Acres","Oral Roberts University",18,1993,TOT,0.53,0.69,5,64,10912
"Mark Acres","Oral Roberts University",6,1993,HOU,0.22,0.5,0,6,10913
"Mark Acres","Oral Roberts University",12,1993,WSB,0.6,0.71,5,58,10914
"Michael Adams","Boston College",70,1993,WSB,0.44,0.86,526,1035,10915
"Rafael Addison","Syracuse University",68,1993,NJN,0.44,0.81,53,428,10916
"Mark Aguirre","DePaul University",51,1993,DET,0.44,0.77,105,503,10917
"Danny Ainge","Brigham Young University",80,1993,PHO,0.46,0.85,260,947,10918
"Victor Alexander","Iowa State University",72,1993,GSW,0.52,0.69,93,809,10919
"Eric Anderson","Indiana University",16,1993,NYK,0.28,0.85,3,21,10920
"Kenny Anderson","Georgia Institute of Technology",55,1993,NJN,0.44,0.78,449,927,10921
"Nick Anderson","University of Illinois at Urbana-Champaign",79,1993,ORL,0.45,0.74,265,1574,10922
"Ron Anderson","California State University, Fresno",69,1993,PHI,0.41,0.81,93,561,10923
"Willie Anderson","University of Georgia",38,1993,SAS,0.43,0.79,79,183,10924
"Greg Anthony","University of Nevada, Las Vegas",70,1993,NYK,0.42,0.67,398,459,10925
"B.J. Armstrong",NULL,82,1993,CHI,0.5,0.86,330,1009,10926
"Vincent Askew","University of Memphis",73,1993,TOT,0.49,0.71,122,411,10927
"Vincent Askew","University of Memphis",9,1993,SAC,0.47,0.73,5,27,10928
"Vincent Askew","University of Memphis",64,1993,SEA,0.49,0.7,117,384,10929
"Keith Askins","University of Alabama",69,1993,MIA,0.41,0.73,31,227,10930
"Stacey Augmon","University of Nevada, Las Vegas",73,1993,ATL,0.5,0.74,170,1021,10931
"Isaac Austin","Arizona State University",46,1993,UTA,0.45,0.66,6,129,10932
"Anthony Avent","Seton Hall University",82,1993,MIL,0.43,0.65,91,806,10933
"John Bagley","Boston College",10,1993,BOS,0.36,0.83,20,23,10934
"Thurl Bailey","North Carolina State University",70,1993,MIN,0.46,0.84,61,525,10935
"Steve Bardo","University of Illinois at Urbana-Champaign",23,1993,DAL,0.31,0.71,29,51,10936
"Charles Barkley*","Auburn University",76,1993,PHO,0.52,0.77,385,1944,10937
"Dana Barros","Boston College",69,1993,SEA,0.45,0.83,151,541,10938
"Jon Barry","Georgia Institute of Technology",47,1993,MIL,0.37,0.67,68,206,10939
"John Battle","Rutgers University",41,1993,CLE,0.42,0.78,54,223,10940
"Kenny Battle","University of Illinois at Urbana-Champaign",3,1993,BOS,0.46,1,2,14,10941
"William Bedford","University of Memphis",16,1993,SAS,0.33,0.5,0,25,10942
"Benoit Benjamin","Creighton University",59,1993,TOT,0.49,0.66,22,335,10943
"Benoit Benjamin","Creighton University",31,1993,SEA,0.5,0.7,12,209,10944
"Benoit Benjamin","Creighton University",28,1993,LAL,0.48,0.6,10,126,10945
"Tony Bennett","University of Wisconsin-Green Bay",75,1993,CHH,0.42,0.73,136,276,10946
"David Benoit","University of Alabama",82,1993,UTA,0.44,0.75,43,664,10947
"Rolando Blackman","Kansas State University",60,1993,NYK,0.44,0.79,157,580,10948
"Alex Blackwell","Monmouth University",27,1993,LAL,0.33,0.75,7,34,10949
"Lance Blanks","University of Texas at Austin",61,1993,MIN,0.43,0.63,72,161,10950
"Ricky Blanton","Louisiana State University",2,1993,CHI,0.43,NULL,1,6,10951
"Mookie Blaylock","University of Oklahoma",80,1993,ATL,0.43,0.73,671,1069,10952
"Muggsy Bogues","Wake Forest University",81,1993,CHH,0.45,0.83,711,808,10953
"Manute Bol","University of Bridgeport",58,1993,PHI,0.41,0.63,18,126,10954
"Walter Bond","University of Minnesota",74,1993,DAL,0.4,0.77,122,590,10955
"Anthony Bonner","Saint Louis University",70,1993,SAC,0.46,0.59,96,601,10956
"Anthony Bowie","University of Oklahoma",77,1993,ORL,0.47,0.8,175,618,10957
"Sam Bowie","University of Kentucky",79,1993,NJN,0.45,0.78,127,717,10958
"Terrell Brandon","University of Oregon",82,1993,CLE,0.48,0.83,302,725,10959
"Randy Breuer","University of Minnesota",12,1993,ATL,0.48,0.4,6,32,10960
"Frank Brickowski","Pennsylvania State University",66,1993,MIL,0.55,0.73,196,1115,10961
"Kevin Brooks","University of Louisiana at Lafayette",55,1993,DEN,0.4,0.88,34,227,10962
"Scott Brooks","University of California, Irvine",82,1993,HOU,0.48,0.83,243,519,10963
"Chucky Brown","North Carolina State University",77,1993,NJN,0.48,0.72,51,391,10964
"Dee Brown","Jacksonville University",80,1993,BOS,0.47,0.79,461,874,10965
"Mike Brown","George Washington University",82,1993,UTA,0.43,0.69,64,465,10966
"Randy Brown","University of Idaho",75,1993,SAC,0.46,0.73,196,567,10967
"Mark Bryant","Seton Hall University",80,1993,POR,0.5,0.7,41,476,10968
"Jud Buechler","University of Arizona",70,1993,GSW,0.44,0.75,94,437,10969
"Matt Bullard","University of Iowa",79,1993,HOU,0.43,0.78,110,575,10970
"Willie Burton","University of Minnesota",26,1993,MIA,0.38,0.72,16,204,10971
"Steve Burtt","Iona College",4,1993,WSB,0.39,0.8,6,29,10972
"Michael Cage","San Diego State University",82,1993,SEA,0.53,0.47,69,499,10973
"Dexter Cambridge","University of Texas at Austin",53,1993,DAL,0.48,0.69,58,370,10974
"Elden Campbell","Clemson University",79,1993,LAL,0.46,0.64,48,606,10975
"Tony Campbell","Ohio State University",58,1993,NYK,0.49,0.68,62,449,10976
"Antoine Carr","Wichita State University",71,1993,SAS,0.54,0.78,97,932,10977
"Bill Cartwright","University of San Francisco",63,1993,CHI,0.41,0.74,83,354,10978
"Terry Catledge","University of South Alabama",21,1993,ORL,0.49,0.79,5,99,10979
"Duane Causwell","Temple University",55,1993,SAC,0.55,0.62,35,453,10980
"Cedric Ceballos","California State University, Fullerton",74,1993,PHO,0.58,0.73,77,949,10981
"Tom Chambers","University of Utah",73,1993,PHO,0.45,0.84,101,892,10982
"Rex Chapman","University of Kentucky",60,1993,WSB,0.48,0.81,116,749,10983
"Maurice Cheeks","West Texas A&M University",35,1993,NJN,0.55,0.89,107,126,10984
"Pete Chilcutt","University of North Carolina",59,1993,SAC,0.49,0.7,64,362,10985
"Doug Christie","Pepperdine University",23,1993,LAL,0.43,0.76,53,142,10986
"Derrick Coleman","Syracuse University",76,1993,NJN,0.46,0.81,276,1572,10987
"Bimbo Coles","Virginia Polytechnic Institute and State University",81,1993,MIA,0.46,0.81,373,855,10988
"Marty Conlon","Providence College",46,1993,SAC,0.47,0.7,37,219,10989
"Lester Conner","Oregon State University",31,1993,LAC,0.45,0.95,65,74,10990
"Duane Cooper","University of Southern California",65,1993,LAL,0.39,0.71,150,156,10991
"Tyrone Corbin","DePaul University",82,1993,UTA,0.5,0.83,173,950,10992
"Chris Corchiani","North Carolina State University",10,1993,TOT,0.58,0.76,16,44,10993
"Chris Corchiani","North Carolina State University",9,1993,ORL,0.57,0.76,16,42,10994
"Chris Corchiani","North Carolina State University",1,1993,WSB,1,NULL,0,2,10995
"Joe Courtney","University of Southern Mississippi",12,1993,TOT,0.41,0.78,3,33,10996
"Joe Courtney","University of Southern Mississippi",5,1993,CHI,0.44,0.75,1,11,10997
"Joe Courtney","University of Southern Mississippi",7,1993,GSW,0.39,0.8,2,22,10998
"John Crotty","University of Virginia",40,1993,UTA,0.51,0.68,55,102,10999
"Terry Cummings","DePaul University",8,1993,SAS,0.38,0.5,4,27,11000
"Radisav Curcic",NULL,20,1993,DAL,0.39,0.72,12,58,11001
"Dell Curry","Virginia Polytechnic Institute and State University",80,1993,CHH,0.45,0.87,180,1227,11002
"Lloyd Daniels","Mount San Antonio College",77,1993,SAS,0.44,0.73,148,701,11003
"Brad Daugherty","University of North Carolina",71,1993,CLE,0.57,0.8,312,1432,11004
"Dale Davis","Clemson University",82,1993,IND,0.57,0.53,69,727,11005
"Hubert Davis","University of North Carolina",50,1993,NYK,0.44,0.8,83,269,11006
"Terry Davis","Virginia Union University",75,1993,DAL,0.46,0.59,68,955,11007
"Johnny Dawkins","Duke University",74,1993,PHI,0.44,0.8,339,655,11008
"Todd Day","University of Arkansas",71,1993,MIL,0.43,0.72,117,983,11009
"Vinny Del",NULL,73,1993,SAS,0.51,0.86,291,543,11010
"Bison Dele","University of Arizona",21,1993,ORL,0.51,0.8,5,96,11011
"Vlade Divac",NULL,82,1993,LAL,0.49,0.69,232,1050,11012
"James Donaldson","Washington State University",6,1993,UTA,0.57,0.56,1,21,11013
"Sherman Douglas","Syracuse University",79,1993,BOS,0.5,0.56,508,618,11014
"Greg Dreiling","University of Kansas",43,1993,IND,0.33,0.53,8,46,11015
"Clyde Drexler*","University of Houston",49,1993,POR,0.43,0.84,278,976,11016
"Kevin Duckworth","Eastern Illinois University",74,1993,POR,0.44,0.73,70,729,11017
"Chris Dudley","University of Washington",71,1993,NJN,0.35,0.52,16,245,11018
"Joe Dumars*","McNeese State University",77,1993,DET,0.47,0.86,308,1809,11019
"Richard Dumas","Northeastern State University",48,1993,PHO,0.52,0.71,60,757,11020
"Pat Durham","Colorado State University",5,1993,GSW,0.24,0.75,4,21,11021
"Mark Eaton","University of California, Los Angeles",64,1993,UTA,0.55,0.7,17,177,11022
"Blue Edwards","East Carolina University",82,1993,MIL,0.51,0.79,214,1382,11023
"James Edwards","University of Washington",52,1993,LAL,0.45,0.71,41,328,11024
"Kevin Edwards","DePaul University",40,1993,MIA,0.47,0.84,120,556,11025
"Craig Ehlo","Washington State University",82,1993,CLE,0.49,0.72,254,949,11026
"Mario Elie","American International College",82,1993,POR,0.46,0.86,177,708,11027
"Sean Elliott","University of Arizona",70,1993,SAS,0.49,0.8,265,1207,11028
"Dale Ellis","University of Tennessee",82,1993,SAS,0.5,0.8,107,1366,11029
"LaPhonso Ellis","University of Notre Dame",82,1993,DEN,0.5,0.75,151,1205,11030
"Pervis Ellison","University of Louisville",49,1993,WSB,0.52,0.7,117,852,11031
"Jo Jo",NULL,6,1993,CHI,0.3,0,1,6,11032
"Patrick Ewing*","Georgetown University",81,1993,NYK,0.5,0.72,151,1959,11033
"Duane Ferrell","Georgia Institute of Technology",82,1993,ATL,0.47,0.78,132,839,11034
"Danny Ferry","Duke University",76,1993,CLE,0.48,0.88,137,573,11035
"Vern Fleming","University of Georgia",75,1993,IND,0.51,0.73,224,710,11036
"Sleepy Floyd","Georgetown University",52,1993,HOU,0.41,0.79,132,345,11037
"Greg Foster","University of Texas at El Paso",43,1993,TOT,0.46,0.71,21,125,11038
"Greg Foster","University of Texas at El Paso",10,1993,WSB,0.44,0.67,11,24,11039
"Greg Foster","University of Texas at El Paso",33,1993,ATL,0.46,0.72,10,101,11040
"Rick Fox","University of North Carolina",71,1993,BOS,0.48,0.8,113,453,11041
"Kevin Gamble","University of Iowa",82,1993,BOS,0.51,0.83,226,1093,11042
"Winston Garland","Missouri State University",66,1993,HOU,0.44,0.91,138,391,11043
"Chris Gatling","Old Dominion University",70,1993,GSW,0.54,0.73,40,648,11044
"Kenny Gattison","Old Dominion University",75,1993,CHH,0.53,0.6,68,508,11045
"Matt Geiger","Georgia Institute of Technology",48,1993,MIA,0.52,0.67,14,214,11046
"Tate George","University of Connecticut",48,1993,NJN,0.38,0.83,59,122,11047
"Kendall Gill","University of Illinois at Urbana-Champaign",69,1993,CHH,0.45,0.77,268,1167,11048
"Armen Gilliam","University of Nevada, Las Vegas",80,1993,PHI,0.46,0.84,116,992,11049
"Gerald Glass","University of Mississippi",60,1993,TOT,0.42,0.64,77,316,11050
"Gerald Glass","University of Mississippi",4,1993,MIN,0.3,0.67,9,20,11051
"Gerald Glass","University of Mississippi",56,1993,DET,0.43,0.64,68,296,11052
"Mike Gminski","Duke University",34,1993,CHH,0.51,0.9,7,93,11053
"Paul Graham","Ohio University",80,1993,ATL,0.46,0.73,164,650,11054
"Gary Grant","University of Michigan",74,1993,LAC,0.44,0.74,353,486,11055
"Greg Grant","Trenton State University",72,1993,PHI,0.35,0.65,206,194,11056
"Harvey Grant","University of Oklahoma",72,1993,WSB,0.49,0.73,205,1339,11057
"Horace Grant","Clemson University",77,1993,CHI,0.51,0.62,201,1017,11058
"Jeff Grayer","Iowa State University",48,1993,GSW,0.47,0.67,70,423,11059
"A.C. Green",NULL,82,1993,LAL,0.54,0.74,116,1051,11060
"Litterial Green","University of Georgia",52,1993,ORL,0.44,0.63,116,235,11061
"Sean Green","Iona College",13,1993,IND,0.51,0.75,7,62,11062
"Sidney Green","Duquesne University",39,1993,TOT,0.38,0.81,24,93,11063
"Sidney Green","Duquesne University",15,1993,SAS,0.41,0.87,19,53,11064
"Sidney Green","Duquesne University",24,1993,CHH,0.35,0.75,5,40,11065
"Tom Gugliotta","North Carolina State University",81,1993,WSB,0.43,0.64,306,1187,11066
"Jay Guidinger","University of Minnesota Duluth",32,1993,CLE,0.35,0.52,17,51,11067
"Tom Hammonds","Georgia Institute of Technology",54,1993,TOT,0.48,0.61,24,248,11068
"Tom Hammonds","Georgia Institute of Technology",19,1993,CHH,0.42,0.63,8,43,11069
"Tom Hammonds","Georgia Institute of Technology",35,1993,DEN,0.49,0.61,16,205,11070
"Tim Hardaway","University of Texas at El Paso",66,1993,GSW,0.45,0.74,699,1419,11071
"Derek Harper","University of Illinois at Urbana-Champaign",62,1993,DAL,0.42,0.76,334,1126,11072
"Ron Harper","Miami University",80,1993,LAC,0.45,0.77,360,1443,11073
"Scott Hastings","University of Arkansas",76,1993,DEN,0.51,0.73,34,156,11074
"Hersey Hawkins","Bradley University",81,1993,PHI,0.47,0.86,317,1643,11075
"Steve Henson","Kansas State University",53,1993,ATL,0.39,0.85,155,213,11076
"Carl Herrera","University of Houston",81,1993,HOU,0.54,0.71,61,605,11077
"Rod Higgins","California State University, Fresno",69,1993,SAC,0.41,0.86,119,571,11078
"Sean Higgins","University of Michigan",29,1993,GSW,0.45,0.75,66,240,11079
"Tyrone Hill","Xavier University",74,1993,GSW,0.51,0.62,68,640,11080
"Donald Hodge","Temple University",79,1993,DAL,0.4,0.68,75,393,11081
"Dave Hoppen","University of Nebraska",2,1993,NJN,1,0,0,2,11082
"Jeff Hornacek","Iowa State University",79,1993,PHI,0.47,0.87,548,1511,11083
"Robert Horry","University of Alabama",79,1993,HOU,0.47,0.72,191,801,11084
"Byron Houston","Oklahoma State University",79,1993,GSW,0.45,0.67,69,421,11085
"Brian Howard","North Carolina State University",68,1993,DAL,0.44,0.77,67,439,11086
"Stephen Howard","DePaul University",49,1993,UTA,0.38,0.64,10,104,11087
"Jay Humphries","University of Colorado",78,1993,UTA,0.44,0.78,317,690,11088
"Byron Irvin","University of Missouri",4,1993,WSB,0.5,0.5,2,22,11089
"Mike Iuzzolino","Saint Francis University",70,1993,DAL,0.46,0.77,328,610,11090
"Jaren Jackson","Georgetown University",34,1993,LAC,0.41,0.85,35,131,11091
"Jim Jackson","Ohio State University",28,1993,DAL,0.4,0.74,131,457,11092
"Mark Jackson","St. John's University",82,1993,LAC,0.49,0.8,724,1181,11093
"Henry James","St. Mary's University",10,1993,TOT,0.41,0.85,1,67,11094
"Henry James","St. Mary's University",8,1993,SAC,0.44,0.85,1,60,11095
"Henry James","St. Mary's University",2,1993,UTA,0.17,0.83,0,7,11096
"Keith Jennings","East Tennessee State University",8,1993,GSW,0.6,0.78,23,69,11097
"Avery Johnson","Southern University and A&M College",75,1993,SAS,0.5,0.79,561,656,11098
"Buck Johnson","University of Alabama",73,1993,WSB,0.48,0.73,89,478,11099
"Dave Johnson","Syracuse University",42,1993,POR,0.38,0.68,13,157,11100
"Eddie Johnson","Tennessee State University",82,1993,SEA,0.47,0.91,135,1177,11101
"Frank Johnson","Wake Forest University",77,1993,PHO,0.44,0.78,186,332,11102
"Kevin Johnson","Michigan State University",49,1993,PHO,0.5,0.82,384,791,11103
"Larry Johnson","University of Kentucky",82,1993,CHH,0.53,0.77,353,1810,11104
"Charles Jones","Albany State University",67,1993,WSB,0.52,0.58,42,88,11105
"Michael Jordan*","University of North Carolina",78,1993,CHI,0.5,0.84,428,2541,11106
"Thomas Jordan","Oklahoma State University",4,1993,PHI,0.44,0.47,3,44,11107
"Adam Keefe","Stanford University",82,1993,ATL,0.5,0.7,80,542,11108
"Shawn Kemp","Trinity Valley Community College",78,1993,SEA,0.49,0.71,155,1388,11109
"Tim Kempton","University of Notre Dame",30,1993,PHO,0.4,0.58,19,56,11110
"Steve Kerr","University of Arizona",52,1993,TOT,0.43,0.92,70,134,11111
"Steve Kerr","University of Arizona",5,1993,CLE,0.5,1,11,12,11112
"Steve Kerr","University of Arizona",47,1993,ORL,0.43,0.91,59,122,11113
"Jerome Kersey","Longwood University",65,1993,POR,0.44,0.63,121,686,11114
"Alec Kessler","University of Georgia",40,1993,MIA,0.47,0.77,14,155,11115
"Bo Kimble","Loyola Marymount University",9,1993,NYK,0.42,0.38,5,33,11116
"Stan Kimbrough","Xavier University",3,1993,SAC,0.33,NULL,1,5,11117
"Bernard King*","University of Tennessee",32,1993,NJN,0.51,0.68,18,223,11118
"Rich King","University of Nebraska",3,1993,SEA,0.4,1,1,6,11119
"Stacey King","University of Oklahoma",76,1993,CHI,0.47,0.71,71,408,11120
"Greg Kite","Brigham Young University",64,1993,ORL,0.45,0.54,10,89,11121
"Joe Kleine","University of Arkansas",78,1993,BOS,0.4,0.71,39,257,11122
"Negele Knight","University of Dayton",52,1993,PHO,0.39,0.78,145,315,11123
"Bart Kofoed","University of Nebraska at Kearney",7,1993,BOS,0.23,0.79,10,17,11124
"Jon Koncak","Southern Methodist University",78,1993,ATL,0.46,0.48,140,275,11125
"Larry Krystkowiak","University of Montana",71,1993,UTA,0.47,0.8,68,513,11126
"Christian Laettner","Duke University",81,1993,MIN,0.47,0.84,223,1472,11127
"Bill Laimbeer","University of Notre Dame",79,1993,DET,0.51,0.89,127,687,11128
"Jerome Lane","University of Pittsburgh",21,1993,CLE,0.5,0.25,17,59,11129
"Andrew Lang","University of Arkansas",73,1993,PHI,0.43,0.76,79,386,11130
"Doug Lee","Purdue University",5,1993,NJN,0.29,NULL,5,5,11131
"Tim Legler","La Salle University",33,1993,TOT,0.44,0.8,46,289,11132
"Tim Legler","La Salle University",3,1993,UTA,0.33,NULL,0,2,11133
"Tim Legler","La Salle University",30,1993,DAL,0.44,0.8,46,287,11134
"Jim Les","Bradley University",73,1993,SAC,0.43,0.84,169,328,11135
"Reggie Lewis","Northeastern University",80,1993,BOS,0.47,0.87,298,1666,11136
"Marcus Liberty","University of Illinois at Urbana-Champaign",78,1993,DEN,0.41,0.65,105,628,11137
"Todd Lichti","Stanford University",48,1993,DEN,0.45,0.79,52,331,11138
"Alton Lister","Arizona State University",20,1993,GSW,0.45,0.54,5,45,11139
"Brad Lohaus","University of Iowa",80,1993,MIL,0.46,0.72,127,724,11140
"Grant Long","Eastern Michigan University",76,1993,MIA,0.47,0.77,182,1061,11141
"Luc Longley","University of New Mexico",55,1993,MIN,0.46,0.72,51,319,11142
"Kevin Lynch","University of Minnesota",40,1993,CHH,0.51,0.68,25,86,11143
"Sam Mack","University of Houston",40,1993,SAS,0.4,0.78,15,142,11144
"Don MacLean","University of California, Los Angeles",62,1993,WSB,0.44,0.81,39,407,11145
"Mark Macon","Temple University",48,1993,DEN,0.42,0.7,126,358,11146
"Rick Mahorn","Hampton University",74,1993,NJN,0.47,0.8,33,291,11147
"Dan Majerle","Central Michigan University",82,1993,PHO,0.46,0.78,311,1388,11148
"Jeff Malone","Mississippi State University",79,1993,UTA,0.49,0.85,128,1429,11149
"Karl Malone*","Louisiana Tech University",82,1993,UTA,0.55,0.74,308,2217,11150
"Moses Malone*",NULL,11,1993,MIL,0.31,0.77,7,50,11151
"Danny Manning","University of Kansas",79,1993,LAC,0.51,0.8,207,1800,11152
"Sarunas Marciulionis*",NULL,30,1993,GSW,0.54,0.76,105,521,11153
"Anthony Mason","Tennessee State University",81,1993,NYK,0.5,0.68,170,831,11154
"Marlon Maxey","University of Texas at El Paso",43,1993,MIN,0.55,0.64,12,231,11155
"Vernon Maxwell","University of Florida",71,1993,HOU,0.41,0.72,297,982,11156
"Lee Mayberry","University of Arkansas",82,1993,MIL,0.46,0.57,273,424,11157
"Travis Mays","University of Texas at Austin",49,1993,ATL,0.42,0.66,72,341,11158
"Bob McCann","Morehead State University",79,1993,MIN,0.49,0.63,68,495,11159
"George McCloud","Florida State University",78,1993,IND,0.41,0.74,192,565,11160
"Rodney McCray","University of Louisville",64,1993,CHI,0.45,0.69,81,222,11161
"Xavier McDaniel","Wichita State University",82,1993,BOS,0.5,0.79,163,1111,11162
"Kevin McHale*","University of Minnesota",71,1993,BOS,0.46,0.84,73,762,11163
"Derrick McKey","University of Alabama",77,1993,SEA,0.5,0.74,197,1034,11164
"Nate McMillan","North Carolina State University",73,1993,SEA,0.46,0.71,384,546,11165
"Oliver Miller","University of Arkansas",56,1993,PHO,0.48,0.71,118,313,11166
"Reggie Miller*","University of California, Los Angeles",82,1993,IND,0.48,0.88,262,1736,11167
"Terry Mills","University of Michigan",81,1993,DET,0.46,0.79,111,1199,11168
"Harold Miner","University of Southern California",73,1993,MIA,0.48,0.76,73,750,11169
"Sam Mitchell","Mercer University",81,1993,IND,0.45,0.81,76,584,11170
"Tracy Moore","University of Tulsa",39,1993,DAL,0.41,0.87,47,282,11171
"Chris Morris","Auburn University",77,1993,NJN,0.48,0.79,106,1086,11172
"Isaiah Morris","University of Arkansas",25,1993,DET,0.46,0.75,4,55,11173
"Alonzo Mourning*","Georgetown University",78,1993,CHH,0.51,0.78,76,1639,11174
"Chris Mullin*","St. John's University",46,1993,GSW,0.51,0.81,166,1191,11175
"Eric Murdock","Providence College",79,1993,MIL,0.47,0.78,603,1138,11176
"Tracy Murray","University of California, Los Angeles",48,1993,POR,0.42,0.88,11,272,11177
"Jerrod Mustaf","University of Maryland",32,1993,PHO,0.44,0.62,10,147,11178
"Dikembe Mutombo*","Georgetown University",82,1993,DEN,0.51,0.68,147,1131,11179
"Larry Nance","Clemson University",77,1993,CLE,0.55,0.82,223,1268,11180
"Ed Nealy","Kansas State University",41,1993,TOT,0.38,0.75,15,69,11181
"Ed Nealy","Kansas State University",30,1993,GSW,0.35,0.7,13,46,11182
"Ed Nealy","Kansas State University",11,1993,CHI,0.44,1,2,23,11183
"Melvin Newbern","University of Minnesota",33,1993,DET,0.37,0.57,57,119,11184
"Johnny Newman","University of Richmond",64,1993,CHH,0.52,0.81,117,764,11185
"Ken Norman","University of Illinois at Urbana-Champaign",76,1993,LAC,0.51,0.6,165,1137,11186
"Shaquille O'Neal*","Louisiana State University",81,1993,ORL,0.56,0.59,152,1893,11187
"Dan O'Sullivan","Fordham University",6,1993,TOT,0.6,0.75,1,9,11188
"Dan O'Sullivan","Fordham University",3,1993,NJN,0.67,NULL,0,4,11189
"Dan O'Sullivan","Fordham University",3,1993,MIL,0.5,0.75,1,5,11190
"Charles Oakley","Virginia Union University",82,1993,NYK,0.51,0.72,126,565,11191
"Alan Ogg","University of Alabama at Birmingham",6,1993,TOT,0.39,0.75,4,13,11192
"Alan Ogg","University of Alabama at Birmingham",3,1993,MIL,0.33,1,4,8,11193
"Alan Ogg","University of Alabama at Birmingham",3,1993,WSB,0.5,0.5,0,5,11194
"Hakeem Olajuwon*","University of Houston",82,1993,HOU,0.53,0.78,291,2140,11195
"Matt Othick","University of Arizona",4,1993,SAS,0.6,0,7,8,11196
"Doug Overton","La Salle University",45,1993,WSB,0.47,0.73,157,366,11197
"Billy Owens","Syracuse University",37,1993,GSW,0.5,0.64,144,612,11198
